587,587,587,587,587,587,587,587,587,587,587,894,894,894,894,894,894,894,894,894,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,341,341,341,341,-1073741212,341,341,341,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,341,341,341,341,341,341,341,341,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,341,341,341,341,341,341,341,341,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,341,341,341,341,341,341,341,341,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
587,587,587,587,587,587,587,587,587,587,587,894,562,894,894,894,894,894,894,562,894,587,587,587,587,587,587,587,587,587,587,587
