-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,-1610612531,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612941,-1073741618,-1,-1,-1,-1,-1,-1,-1,104,-1
-1,-1,104,-1,850,637,637,637,637,637,850,-1,-1,-1,-1,18,19,19,19,20,-1,-1,204,-1,-1,-1,737,745,746,747,-1,-1
-1,-1,-1,-1,637,784,785,785,785,786,637,-1,686,687,-1,67,167,740,168,69,-1,-1,204,-1,-1,-1,737,794,795,796,-1,-1
-1,-1,-1,-1,637,833,834,834,834,835,637,-1,-1,-1,-1,67,-1,376,-1,69,-1,-1,204,-1,-1,104,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,637,882,883,883,883,884,637,-1,688,686,-1,116,216,-1,217,118,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,104,-1,-1,589,637,638,637,638,637,589,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,312,-1,-1
-1,-1,-1,-1,637,590,637,838,637,590,637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,-1073741619,-1,-1,-1,-1,736,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,-1,204,-1,312,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,104,-1,-1,-1,-1,-1,104,-1,-1
-1,-1,-1,104,-1,686,-1,-1,-1,-1,-1,-1,312,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,735,687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,1610612940,1610612940,1610612940,-1073741619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,153,152,152,152,153,152,152,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
